AITFC,9044448,-5.970511,106.850991,15320,2240,1,104.0,358.7,GIA608,B738,PK-GMF,CGK,PLW,1702348138
AITFC,9045559,-6.533981,107.222792,15713,2176,1,110.0,380.9,BTK7309,A320,PK-LUS,HLP,DPS,1702348139
AITFC,9044737,-6.738483,108.796708,27870,0,1,313.4,440.7,CTV775,A320,PK-GLI,YIA,CGK,1702348140
AITFC,9046067,-6.210208,107.41835,25145,1408,1,113.2,424.3,BTK6050,B738,PK-LDP,CGK,DPS,1702348141
AITFC,9045280,-6.576854,107.871773,23238,896,1,99.9,428.4,BTK7513,A320,PK-LAY,HLP,SUB,1702348142
AITFC,9045160,-6.685088,108.523328,26870,0,1,109.8,448.5,CTV762,A320,PK-GQE,CGK,SOC,1702348143
AITFC,9044448,-5.97345,106.860196,15545,2624,1,109.2,358.0,GIA608,B738,PK-GMF,CGK,PLW,1702348144
AITFC,9045559,-6.537238,107.232624,15913,2176,1,108.1,380.7,BTK7309,A320,PK-LUS,HLP,DPS,1702348146
AITFC,9044737,-6.731049,108.788809,27870,0,1,313.5,440.0,CTV775,A320,PK-GLI,YIA,CGK,1702348147
AITFC,9046067,-6.214863,107.429194,25295,1344,1,113.3,425.6,BTK6050,B738,PK-LDP,CGK,DPS,1702348148
AITFC,9045280,-6.578934,107.883461,23338,960,1,100.1,429.6,BTK7513,A320,PK-LAY,HLP,SUB,1702348149
AITFC,9045160,-6.689417,108.535546,26870,0,1,109.4,449.4,CTV762,A320,PK-GQE,CGK,SOC,1702348150
AITFC,9044448,-5.977203,106.869414,15795,2752,1,113.1,357.5,GIA608,B738,PK-GMF,CGK,PLW,1702348151
AITFC,9045559,-6.540124,107.242853,16138,2304,1,105.8,381.5,BTK7309,A320,PK-LUS,HLP,DPS,1702348152
AITFC,9044737,-6.721352,108.778571,27870,0,1,313.4,439.3,CTV775,A320,PK-GLI,YIA,CGK,1702348153
AITFC,9046067,-6.219891,107.440843,25395,1280,1,113.1,427.4,BTK6050,B738,PK-LDP,CGK,DPS,1702348154
AITFC,9045280,-6.581136,107.895971,23438,1024,1,100.0,430.6,BTK7513,A320,PK-LAY,HLP,SUB,1702348155
AITFC,9045160,-6.693514,108.547811,26870,0,1,108.2,449.4,CTV762,A320,PK-GQE,CGK,SOC,1702348156
AITFC,9044448,-5.981497,106.879499,16070,2688,1,113.1,357.5,GIA608,B738,PK-GMF,CGK,PLW,1702348157
AITFC,9045559,-6.542172,107.251613,16363,1856,1,102.3,381.7,BTK7309,A320,PK-LUS,HLP,DPS,1702348158
AITFC,9044737,-6.712926,108.769715,27870,0,1,313.5,438.6,CTV775,A320,PK-GLI,YIA,CGK,1702348159
AITFC,9046067,-6.224396,107.451456,25520,1344,1,113.2,428.7,BTK6050,B738,PK-LDP,CGK,DPS,1702348160
AITFC,9045280,-6.583328,107.90832,23538,960,1,100.0,431.6,BTK7513,A320,PK-LAY,HLP,SUB,1702348161
AITFC,9045160,-6.697564,108.560928,26870,0,1,106.6,448.6,CTV762,A320,PK-GQE,CGK,SOC,1702348162
AITFC,9044448,-5.98526,106.88836,16295,2560,1,113.1,357.5,GIA608,B738,PK-GMF,CGK,PLW,1702348163
AITFC,9045559,-6.544546,107.263641,16538,1536,1,100.7,383.6,BTK7309,A320,PK-LUS,HLP,DPS,1702348164
AITFC,9044737,-6.704221,108.760529,27870,0,1,313.5,438.6,CTV775,A320,PK-GLI,YIA,CGK,1702348165
AITFC,9046067,-6.229431,107.463188,25645,1280,1,113.2,429.6,BTK6050,B738,PK-LDP,CGK,DPS,1702348166
AITFC,9045280,-6.585388,107.920237,23638,960,1,100.0,433.5,BTK7513,A320,PK-LAY,HLP,SUB,1702348167
AITFC,9045160,-6.700699,108.572201,26870,0,1,105.4,449.1,CTV762,A320,PK-GQE,CGK,SOC,1702348168
AITFC,9044448,-5.989426,106.898183,16545,2368,1,113.0,358.5,GIA608,B738,PK-GMF,CGK,PLW,1702348169
AITFC,9045559,-6.546641,107.275622,16688,1344,1,100.0,385.9,BTK7309,A320,PK-LUS,HLP,DPS,1702348170
AITFC,9044737,-6.695663,108.751521,27870,0,1,313.6,439.2,CTV775,A320,PK-GLI,YIA,CGK,1702348171
AITFC,9046067,-6.233996,107.47385,25770,1216,1,113.2,431.9,BTK6050,B738,PK-LDP,CGK,DPS,1702348172
AITFC,9045280,-6.587561,107.932434,23738,960,1,99.9,434.5,BTK7513,A320,PK-LAY,HLP,SUB,1702348173
AITFC,9045160,-6.703903,108.584724,26870,0,1,104.0,449.4,CTV762,A320,PK-GQE,CGK,SOC,1702348174
AITFC,9044448,-5.993042,106.906749,16745,2240,1,112.9,359.4,GIA608,B738,PK-GMF,CGK,PLW,1702348175
AITFC,9045559,-6.548538,107.286382,16838,1152,1,99.8,387.7,BTK7309,A320,PK-LUS,HLP,DPS,1702348176
AITFC,9044737,-6.687515,108.742955,27870,0,1,313.6,439.2,CTV775,A320,PK-GLI,YIA,CGK,1702348177
AITFC,9046067,-6.239071,107.485641,25895,1344,1,113.3,433.2,BTK6050,B738,PK-LDP,CGK,DPS,1702348178
AITFC,9045280,-6.5896,107.944072,23838,896,1,100.0,435.7,BTK7513,A320,PK-LAY,HLP,SUB,1702348179
AITFC,9045160,-6.706734,108.596918,26870,0,1,102.7,449.0,CTV762,A320,PK-GQE,CGK,SOC,1702348180
AITFC,9044448,-5.997139,106.916293,16945,2112,1,113.0,360.7,GIA608,B738,PK-GMF,CGK,PLW,1702348181
AITFC,9045559,-6.550412,107.297169,16938,1088,1,99.9,390.8,BTK7309,A320,PK-LUS,HLP,DPS,1702348182
